id_lieu;type_de_tournage;titre;realisateur_ice;societe_de_production;fk_localisation;date_de_debut;date_de_fin
2016-2113;Long métrage;LES EX;MAURICE BARTHELEMY;RADAR FILMS;1889;2016-09-22;2016-09-22
2020-826;Long métrage;8 Rue de l'Humanité;Dany BOON;PATHÉ PROD EXÉ;3116;2020-11-09;2020-11-10
2020-618;Série TV;Rebecca;Didier Le Pêcheurs;Elephant Story;2873;2020-10-05;2020-10-06
2019-940;Long métrage;T'as Pécho?;Adeline PICAULT;SCARLETT PRODUCTION;918;2019-08-05;2019-08-06
2016-2114;Long métrage;LA DOULEUR;EMMANUEL FINKIEL;LES FILMS DU POISSON;3916;2016-09-26;2016-09-28
2018-1106;Série TV;Un noël recomposé;Philippe Proteau;DEMD PRODUCTIONS;3171;2018-10-02;2018-10-02
2020-658;Série Web;VIRTUE;FABIEN DUFILS;FULLTIMESTUDIO;1099;2020-10-17;2020-10-18
2019-981;Long métrage;COMÉDIE HUMAINE;XAVIER GIANNOLI;CURIOSA FILMS;1018;2019-08-23;2019-08-25
2016-2129;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;4642;2016-10-13;2016-10-13
2016-757;Long métrage;LOUE MOI;VIRGINE SCSWARTZ;MY FAMILY;614;2016-10-24;2016-10-24
2020-674;Téléfilm;FRIENDZONE;Charles Van Tieghem;TELFRANCE ET CIE;2549;2020-10-19;2020-10-21
2019-44;Téléfilm;Des rêves au-dessus de leur tête;Arnaud Sélignac;SON ET LUMIERE;3017;2019-01-07;2019-01-07
2016-2135;Série TV;ALICE NEVERS, LE JUGE EST UNE FEMME/N°78 ET 79;J.CHRISTOPHE DELPIAS;EGO PRODUCTION;2391;2016-01-07;2016-01-07
2020-675;Série Web;Jeune et Golri;Fanny Sidney;THE FILM TV;4718;2020-10-07;2020-10-07
2019-55;Série TV;ALICE NEVERS E110-111;SIMON ASTIER;EGO PRODUCTIONS;4587;2019-01-17;2019-01-17
2016-2140;Série TV;LA MANTE;ALEXANDRE LAURENT;SEPTEMBRE PRODUCTIONS;1892;2016-09-13;2016-09-13
2019-104;Long métrage;Passion Simple;Danielle Arbid;LES FILMS PELLEAS;2560;2019-02-11;2019-02-11
2019-58;Long métrage;Kizie aur Manny;Mukesh Chhabra;Jet Films Paris;4300;2019-01-10;2019-01-10
2016-2157;Téléfilm;LOVE LOCKS;MARTIN WOOD;LES FILMS DU MARIGOT;4684;2016-11-30;2016-11-30
2019-115;Long métrage;Passion Simple;Danielle Arbid;LES FILMS PELLEAS;773;2019-02-18;2019-02-18
2019-59;Long métrage;Kizie aur Manny;Mukesh Chhabra;Jet Films Paris;4849;2019-01-10;2019-01-10
2016-2183;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;857;2016-03-29;2016-03-29
2019-116;Long métrage;Passion Simple;Danielle Arbid;LES FILMS PELLEAS;1956;2019-02-18;2019-02-18
2019-70;Téléfilm;Des rêves au-dessus de leur tête;Arnaud Sélignac;SON ET LUMIERE;3017;2019-01-14;2019-01-14
2020-693;Long métrage;Les Jeunes Amants;Carine Tardieu;EX NIHILO;3736;2020-10-23;2020-10-23
2019-379;Série TV;CADRES NOIRS;Ziad DOUEIRI;MANDARIN TELEVISION;4446;2019-03-29;2019-03-29
2019-654;Long métrage;LA FINE FLEUR;PIERRE PINAUD;ESTRELLA PRODUCTIONS;4484;2019-06-13;2019-06-13
2020-699;Long métrage;Down In Paris;Antony Hickling;HICKLING AND ALLEN FILMS;2284;2020-11-02;2020-11-02
2019-383;Série TV;Plan Coeur S2;Noemie Saglio - Renaud Bertrand;MyBox Films;1052;2019-04-05;2019-04-05
2018-1422;Long métrage;PLACE DES VICTOIRES;Yoann Guillouzouic;WHITE PANAMA FILMS;1516;2018-11-28;2018-11-29
2020-729;Série TV;Luther;David Morley;STORIA TELEVISION Luther;825;2020-10-27;2020-10-27
2016-506;Série TV;MUNCH;GABRIEL LAFERRIERE;EXILENE FILMS;497;2016-05-20;2016-05-20
2019-1058;Long métrage;A D N;Maïwenn;WHY NOT PRODUCTIONS;2239;2019-08-21;2019-08-21
2019-724;Long métrage;TOUT SIMPLEMENT NOIR;John WAX, Jean-Pascal ZADI;GAUMONT CHEZ GAUMONT PRODUCTION;4144;2019-06-24;2019-06-24
2016-524;Long métrage;LA MELODIE;RACHID HAMI;MIZAR FILMS;3974;2016-06-09;2016-06-09
2019-1343;Série TV;SERIE BARON NOIR SAISON 3;THOMAS BOURGUIGNON;KWAI;2634;2019-10-09;2019-10-10
2019-725;Long métrage;L'Origine du Monde;Laurent Lafitte;Trésor Films;1816;2019-06-26;2019-06-27
2016-532;Long métrage;TELLE MERE TELLE FILLE;NOEMIE SAGLIO;PAN EUROPENNE PRODUCTION;1831;2016-08-04;2016-08-04
2018-1347;Long métrage;ABBEY ROAD;Gary Gray;PENINSULA FILM;3786;2018-11-08;2018-11-08
2019-1688;Série TV;ASTRID ET RAPHAËLLE;FREDERIC BERTHE;JLA PRODUCTIONS;4180;2019-12-03;2019-12-03
2016-539;Long métrage;LES EX;MAURICE BARTHELEMY;RADAR FILMS;4449;2016-09-29;2016-09-29
2016-761;Long métrage;THIRST STREET;NATHAN SILVER;IN VIVO FILMS;689;2016-09-03;2016-09-03
2019-1707;Long métrage;Trois Fois Rien;Nadege Loiseau;SRAB FILMS;2161;2019-12-05;2019-12-05
2016-555;Long métrage;LA NIAQUE;CHAD CHENOUGA;TS PRODUCTIONS;4096;2016-03-04;2016-03-04
2016-765;Long métrage;CHERCHEZ LA FEMME;SOU ABADI;THE FILM;795;2016-05-10;2016-05-10
2016-608;Téléfilm;LOVE LOCKS;MARTIN WOOD;LES FILMS DU MARIGOT;4141;2016-11-29;2016-11-29
2016-575;Série TV;CHEFS - SAISON 2;ARNAUD MALHERBE;CALT PRODUCTION;3401;2016-07-02;2016-07-02
2016-779;Série TV;LEO MATTEI/14 ET 15;NICOLAS HERDT;LGM CINEMA;2575;2016-10-06;2016-10-06
2016-615;Long métrage;IRIS/EX CHAOS;JALIL LESPERT;WY PRODUCTIONS;4025;2016-03-08;2016-03-08
2016-597;Long métrage;SIMONE BENLOULOU;MYRIAM AZIZA;INCOGNITA;284;2016-09-26;2016-09-26
2016-783;Série TV;THE AFFAIR;JEFFREY REINER;GEM FILMS;2300;2016-12-09;2016-12-09
2016-654;Série TV;MUNCH;NICOLAS GUICHETEAU;EXILENE FILMS;3289;2016-12-13;2016-12-13
2016-2081;Long métrage;SOUS LE MEME TOIT;DOMINIQUE FARRUGIA;EUROPA CORP;2171;2016-07-05;2016-07-06
2016-786;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;857;2016-04-14;2016-04-14
2016-678;Série TV;LA MANTE;ALEXANDRE LAURENT;SEPTEMBRE PRODUCTIONS;5134;2016-10-11;2016-10-11
2016-2089;Long métrage;THE ESCAPE;DOMINIC SAVAGE;HANNA FILMS;3844;2016-10-19;2016-10-19
2016-2294;Long métrage;THE ESCAPE;DOMINIC SAVAGE;HANNA FILMS;4208;2016-10-21;2016-10-21
2016-700;Long métrage;AURORE TABORT;BLANDINE LENOIR;KARE PRODUCTIONS;3250;2016-04-12;2016-04-12
2016-2123;Série TV;THE PACKAGE;CHANG KEUN CHUN;BH PARIS MEDIA PRODUCTIONS;4025;2016-10-21;2016-10-21
2016-2310;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;3779;2016-09-15;2016-09-15
2016-2212;Long métrage;LEILA;NAIDRA AYADI;NOLITA CINEMA;3903;2016-11-21;2016-11-21
2016-2132;Série TV;ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;SON ET LUMIERE;5032;2016-11-21;2016-11-21
2016-2364;Série TV;CHEFS - SAISON 2;ARNAUD MALHERBE;CALT PRODUCTION;4623;2016-06-04;2016-06-04
2016-2285;Long métrage;LA MELODIE;RACHID HAMI;MIZAR FILMS;5112;2016-07-19;2016-07-19
2016-2142;Long métrage;OUI MADEMOISELLE;YISHU YANG;BAYOO;3381;2016-03-08;2016-03-08
2020-863;Long métrage;COULEURS DE L'INCENDIE;Clovis Cornillac;GAUMONT C/0 GAUMONT PRODUCTION;4375;2020-11-11;2020-11-11
2020-761;Série TV;LA FAUTE A ROUSSEAU;OCTAVE RASPAIL;DEMD PRODUCTIONS;182;2020-11-25;2020-11-25
2016-2145;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;3912;2016-04-14;2016-04-14
2020-899;Long métrage;LE TRESOR DU PETIT NICOLAS;JULIEN RAPPENEAU;CURIOSA FILM;3441;2020-11-17;2020-11-17
2020-764;Série TV;UNE MERE PARFAITE;FRED GARSON;QUAD DRAMA - UNE MERE PARFAITE;1932;2020-11-04;2020-11-04
2016-2148;Long métrage;KO;FABRICE GOBERT;247 FILMS;3207;2016-09-12;2016-09-12
2016-852;Long métrage;GC5;GUILLAUME CANET;LES PRODUCTIONS DU TRESOR;1440;2016-03-03;2016-03-03
2020-770;Série TV;UNE MERE PARFAITE;FRED GARSON;QUAD DRAMA - UNE MERE PARFAITE;166;2020-11-06;2020-11-07
2016-2163;Long métrage;JEUNE FEMME;LEONOR SERRAILLE;BLUE MONDAY PRODUCTIONS;1794;2016-02-15;2016-02-16
2016-863;Série TV;EMMA;ALFRED LOT;MANDARIN CINEMA;4965;2016-02-19;2016-02-19
2020-814;Long métrage;LES CHOSES HUMAINES;YVAN ATTAL;CURIOSA FILMS;2635;2020-11-09;2020-11-09
2016-2185;Long métrage;SIMONE BENLOULOU;MYRIAM AZIZA;INCOGNITA;2627;2016-10-14;2016-10-14
2016-873;Long métrage;STARS 80 LA SUITE;THOMAS LANGMANN;LA PETITE REINE;5173;2016-09-19;2016-09-19
2020-823;Long métrage;Army of the dead meanwhile in Germany;Matthias Schweighoffer;Firstep;4265;2020-11-04;2020-11-04
2020-698;Long métrage;Down In Paris;Antony Hickling;HICKLING AND ALLEN FILMS;1799;2020-11-05;2020-11-05
2016-889;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;4226;2016-05-31;2016-05-31
2018-1096;Long métrage;Je voudrais que quelqu'un m'attende quelque part;Arnaud VIARD;Easy TIGER;2120;2018-09-21;2018-09-21
2020-745;Long métrage;MES TRÈS CHERS ENFANTS;ALEXANDRA LECLÈRE;LES FILMS DU 24;296;2020-10-30;2020-10-30
2016-2401;Série TV;NOIR ENIGMA;MANUEL BOURSINHAC;ASTHARTE ET COMPAGNIE;4136;2016-01-15;2016-01-15
2018-1107;Série TV;CANDICE RENOIR SAISON 7 Ep 62-63-64;Pascal Lahmani;BOXEUR 7;2152;2018-10-16;2018-10-16
2019-723;Long métrage;TOUT SIMPLEMENT NOIR;John WAX, Jean-Pascal ZADI;GAUMONT CHEZ GAUMONT PRODUCTION;1561;2019-06-26;2019-06-26
2016-2421;Long métrage;H4-93;OLIVIER AYACHE VIDAL;L'ATELIER DE PRODUCTION;4779;2016-08-03;2016-08-03
2018-1108;Série TV;CANDICE RENOIR SAISON 7 Ep 62-63-64;Pascal Lahmani;BOXEUR 7;1006;2018-10-16;2018-10-17
2018-1071;Long métrage;La nuit, je mens...;Stéphane Batut;ZADIG FILMS;4447;2018-09-12;2018-09-13
2016-2422;Long métrage;JOUR J;REEM KHERICI;MANDARIN FILMS;2581;2016-08-19;2016-08-19
2016-735;Série TV;L'ART DU CRIME;CHARLOTTE BRANDSTROM;GAUMONT TELEVISION;3309;2016-07-15;2016-07-15
2016-676;Série TV;UN CAFE AVEC...;SAMBA MBALLO;6 COM;4738;2016-05-02;2016-05-02
2016-2443;Long métrage;IRIS/EX CHAOS;JALIL LESPERT;WY PRODUCTIONS;2018;2016-02-02;2016-02-02
2016-739;Long métrage;JEUNE FEMME;LEONOR SERRAILLE;BLUE MONDAY PRODUCTIONS;4088;2016-02-19;2016-02-19
2016-683;Téléfilm;LA BETE CURIEUSE;LAURENT PERREAU;EX NIHILO;2876;2016-05-06;2016-05-06
2016-2454;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;3639;2016-10-14;2016-10-14
2016-754;Long métrage;120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;LES FILMS DE PIERRE;2911;2016-10-08;2016-10-08
2016-688;Long métrage;JE VAIS MIEUX;JEAN PIERRE AMERIS;EUROPA CORP;2143;2016-12-23;2016-12-23
2020-936;Série Web;H24;Valérie Urrea et Nathalie Masduraud;Les Batelières;847;2020-11-29;2020-11-29
2016-2191;Série TV;MARTIN SEXE FAIBLE;PAUL LAPIERRE;MYFANTASY;4021;2016-03-11;2016-03-11
2020-948;Série Web;H24;Valérie Urrea et Nathalie Masduraud;Les Batelières;5369;2020-11-29;2020-11-29
2016-2199;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;2618;2016-04-26;2016-04-27
2020-952;Long métrage;LES FEMMES DU SQUARE;JULIEN RAMBALDI;SAS LES FILMS DU KIOSQUE;2564;2020-11-24;2020-11-25
2016-2253;Long métrage;SI J'ETAIS UN HOMME;AUDREY DANA;CURIOSA FILMS;4169;2016-02-17;2016-02-17
2020-959;Long métrage;Down In Paris;Antony Hickling;HICKLING AND ALLEN FILMS;5068;2020-11-20;2020-11-21
2016-2261;Long métrage;THE ESCAPE;DOMINIC SAVAGE;HANNA FILMS;3905;2016-10-20;2016-10-20
2020-964;Série Web;Reportage pour l'AED;Maryel Devera;AED;1836;2020-11-25;2020-11-25
2016-2286;Long métrage;BAD BUZZ;STEPHANE KAZANDJIAN;ECHO FILMS;4634;2016-07-20;2016-07-20
2020-970;Long métrage;Vous n'aurez pas ma haine;Kilian Riedhof;HAUT ET COURT;37;2020-12-15;2020-12-15
2020-774;Long métrage;LES FEMMES DU SQUARE;Julien Rambaldi;LES FILMS DU KIOSQUE;996;2020-10-27;2020-10-27
2016-943;Téléfilm;NADIA;LEA MAZER;MURMURES PRODUCTIONS;2543;2016-04-18;2016-04-18
2020-778;Long métrage;LES FEMMES DU SQUARE;JULIEN RAMBALDI;SAS LES FILMS DU KIOSQUE;489;2020-11-04;2020-11-04
2016-947;Long métrage;LOUE MOI;VIRGINE SCSWARTZ;MY FAMILY;5169;2016-11-15;2016-11-15
2020-791;Long métrage;LA VIE DEVANT SOI;Nessim CHIKHAOUI;ALBERTINE PRODUCTIONS / LA VIE DEVANT SOI;2242;2020-11-05;2020-11-05
2016-949;Long métrage;LEILA;NAIDRA AYADI;NOLITA CINEMA;4386;2016-12-09;2016-12-09
2020-801;Série Web;Jeune et Golri;Fanny Sidney;THE FILM TV;3827;2020-11-10;2020-11-10
2016-954;Long métrage;HARWOOD;NON COMMUNIQUE;PENINSULA FILM;4471;2016-08-18;2016-08-18
2020-834;Long métrage;MES TRÈS CHERS ENFANTS;ALEXANDRA LECLÈRE;LES FILMS DU 24;2118;2020-11-13;2020-11-13
2016-965;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;2308;2016-06-03;2016-06-03
2018-1077;Long métrage;Femme-Enfant;Amro Hamzawi;ECCE FILMS;2191;2018-09-26;2018-09-27
2016-972;Série TV;ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;SON ET LUMIERE;2968;2016-10-24;2016-10-25
2016-708;Série TV;BLACKPILLS/VIRGIN;NATH DUMONT;TOGETHER MEDIA 2;2622;2016-08-01;2016-08-02
2016-974;Téléfilm;UNE FEMME D'EXCEPTION;ERIC GUIRADO;CINETEVE;5190;2016-08-16;2016-08-16
2016-713;Téléfilm;JE VOULAIS JUSTE RENTRER CHEZ MOI;YVES RENIER;CHABRAQUE PRODUCTIONS;1469;2016-12-08;2016-12-08
2016-992;Long métrage;LA SAGE FEMME;MARTIN PROVOST;CURIOSA FILMS;3133;2016-04-11;2016-04-11
2016-752;Long métrage;CA C'EST LA FAMILLE;TEDDY LUSSI MODESTE;KAZAK PRODUCTIONS;1448;2016-09-09;2016-09-09
2016-2539;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;5231;2016-09-29;2016-09-29
2016-2557;Long métrage;SOUS LE MEME TOIT;DOMINIQUE FARRUGIA;EUROPA CORP;1999;2016-07-08;2016-07-08
2016-2564;Long métrage;COEXISTER;FABRICE EBOUE;EUROPA CORP;2033;2016-12-08;2016-12-08
2020-998;Série TV;PLAN B;Christophe CAMPOS;Gaumont Production Télévision;4150;2020-12-03;2020-12-03
2020-1000;Série TV;PLAN B;Christophe CAMPOS;Gaumont Production Télévision;3306;2020-12-03;2020-12-03
2018-1374;Long métrage;HORS NORMES;Eric Toledano et Olivier Nakache;ADNP QUAD FILMS;30;2018-11-12;2018-11-12
2020-1013;Série TV;PLAN B;Christophe CAMPOS;Gaumont Production Télévision;3796;2020-12-03;2020-12-04
2019-697;Série TV;SAM Saison 4;Jean-Marc BRONDOLO;AUTENTIC PROD;2453;2019-06-24;2019-06-24
2020-1062;Long métrage;COULEURS DE L'INCENDIE;Clovis Cornillac;GAUMONT C/0 GAUMONT PRODUCTION;2870;2020-12-07;2020-12-07
2019-703;Série TV;BARON NOIR;ANTOINE CHEVROLLIER;KWAÏ;4225;2019-06-18;2019-06-18
2016-1005;Long métrage;MARYLINE;GUILLAUME GALLIENNE;LGM FILMS;5402;2016-10-12;2016-10-13
2019-719;Long métrage;TOUT SIMPLEMENT NOIR;John WAX, Jean-Pascal ZADI;GAUMONT CHEZ GAUMONT PRODUCTION;4765;2019-06-25;2019-06-25
2016-1014;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;4684;2016-04-04;2016-04-04
2019-1313;Long métrage;LES DEUX ALFRED;Bruno Podalydès;WHY NOT PRODUCTIONS;4237;2019-10-10;2019-10-10
2016-1019;Série TV;CLEM/SAISON 7;CHRISTOPHE CAMPOS;MERLIN PRODUCTIONS;4890;2016-07-11;2016-07-11
2018-1394;Série TV;Alice NEVERS;jean christophe DELPIAS;EGO PRoductions;148;2018-11-19;2018-11-20
2016-2651;Série TV;LEO MATTEI/14 ET 15;NICOLAS HERDT;LGM CINEMA;4382;2016-10-06;2016-10-06
2018-1511;Long métrage;LE MEILLEUR RESTE À VENIR;Matthieu DELAPORTE et Alexandre DE LA PATELLIÈRE;CHAPTER 2;2011;2018-12-03;2018-12-03
2016-2662;Long métrage;WAR MACHINE;DAVID MICHOD;FIRSTEP;4808;2016-01-30;2016-01-30
2019-427;Série TV;ALICE NEVERS E112-113 ADDITIF;JEAN-CHRISTOPHE DELPIAS;EGO PRODUCTIONS;1330;2019-04-17;2019-04-17
2016-2664;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;4577;2016-02-26;2016-02-26
2019-445;Long métrage;POLICE;ANNE FONTAINE;F COMME FILM;3702;2019-04-08;2019-04-09
2016-2675;Long métrage;LA VIE DE CHATEAU;CEDRIC IDO;SRAB FILMS;4953;2016-08-18;2016-08-18
2019-1347;Long métrage;LES CHOSES QU'ON DIT, LES CHOSES QU'ON FAIT;EMMANUEL MOURET;MOBY DICK FILMS;4170;2019-11-05;2019-11-05
2016-1053;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;2469;2016-02-16;2016-02-19
2019-1360;Long métrage;De l'or pour les chiens;Anna Cazanave-Cambet;CG Cinema;4188;2019-10-16;2019-10-17
2016-1054;Série TV;EMMA;ALFRED LOT;MANDARIN CINEMA;2785;2016-02-19;2016-02-19
2018-1464;Long métrage;FORTE;Katia LEWKOWICZ;QUAD FILMS;545;2018-11-27;2018-11-27
2016-1055;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;4364;2016-03-30;2016-03-30
2019-1371;Long métrage;De l'or pour les chiens;Anna Cazanave-Cambet;CG Cinema;4933;2019-10-18;2019-10-19
2016-1076;Long métrage;LA MELODIE;RACHID HAMI;MIZAR FILMS;1596;2016-06-15;2016-06-15
2019-1382;Série TV;ALICE NEVERS E114-115 (Partie 1/3);JEAN-CHRISTOPHE DELPIAS;EGO PRODUCTIONS;5047;2019-10-16;2019-10-16
2016-1092;Série TV;FRACTAL;JEREMY MINUI;MIDNIGHT CUT;5246;2016-12-15;2016-12-15
2018-791;Série TV;Osmosis;Julius Berg;CAPA SERIES;4463;2018-07-04;2018-07-05
2020-1075;Long métrage;LES FEMMES DU SQUARE;Julien Rambaldi;LES FILMS DU KIOSQUE;4289;2020-12-14;2020-12-14
2018-1472;Série TV;Alice NEVERS;jean christophe DELPIAS;EGO PRoductions;3792;2018-11-26;2018-11-26
2020-1089;Long métrage;STELLA EST AMOUREUSE;Sylvie Verheyde;ATELIER DE PRODUCTION;4861;2020-12-22;2020-12-22
2018-1500;Long métrage;La Daronne;Jean Paul SALOME;Les Films du Lendemain;3544;2018-11-23;2018-11-23
2020-1125;Long métrage;STELLA EST AMOUREUSE;Sylvie Verheyde;ATELIER DE PRODUCTION;4921;2020-12-22;2020-12-22
2018-1567;Long métrage;FORTE;Katia LEWKOWICZ;QUAD FILMS;81;2018-12-20;2018-12-20
2020-1131;Long métrage;STELLA EST AMOUREUSE;Sylvie Verheyde;ATELIER DE PRODUCTION;5108;2020-12-22;2020-12-22
2019-160;Série TV;FAMILY BUSINESS S1;IGOR GOTESMAN;LES FILMS DU KIOSQUE;3418;2019-02-14;2019-02-14
2020-1138;Long métrage;STELLA EST AMOUREUSE;Sylvie Verheyde;ATELIER DE PRODUCTION;5029;2020-12-22;2020-12-22
2016-1116;Série TV;LEO MATTEI/14 ET 15;NICOLAS HERDT;LGM CINEMA;5452;2016-10-05;2016-10-05
2016-1117;Série TV;ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;SON ET LUMIERE;848;2016-10-10;2016-10-10
2016-1161;Série TV;THE PACKAGE;CHANG KEUN CHUN;BH PARIS MEDIA PRODUCTIONS;2077;2016-10-14;2016-10-14
2016-2688;Série TV;LIANG SHENG;LIU CHUN-CHIEN;KANZAMAN FRANCE;4421;2016-12-14;2016-12-14
2016-2702;Long métrage;120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;LES FILMS DE PIERRE;5034;2016-08-19;2016-08-19
2016-2719;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;5338;2016-02-25;2016-02-25
2016-2722;Long métrage;CORPORATE;NICOLAS SILHOL;KAZAK PRODUCTIONS;4055;2016-03-04;2016-03-04
2016-2723;Long métrage;DALIDA;LISA AZUELOS;BETHSABEE MUCHO;2085;2016-03-16;2016-03-16
2016-2749;Long métrage;MARIE FRANCINE;VALERIE LEMERCIER;RECTANGLE PRODUCTIONS;4016;2016-04-27;2016-04-27
2016-2751;Long métrage;FLORA63;STEPHANE ROBELIN;ICI ET LA PRODUCTIONS;4547;2016-05-13;2016-05-13
2016-2763;Série TV;VENERATION;MARJORY DEJARDIN;CMP MOVIES;4199;2016-02-15;2016-02-15
2020-1146;Long métrage;STELLA EST AMOUREUSE;Sylvie Verheyde;ATELIER DE PRODUCTION;2442;2020-12-22;2020-12-22
2020-1163;Long métrage;Une fleur à la bouche;Eric Baudelaire;Les films du Worso;4696;2020-12-12;2020-12-12
2020-1168;Long métrage;Une fleur à la bouche;Eric Baudelaire;Les films du Worso;1691;2020-12-13;2020-12-13
2016-1202;Long métrage;C'EST TOUT POUR MOI;L. COLBEAU JUSTIN;LGM CINEMA;5135;2016-03-10;2016-03-10
2016-2780;Long métrage;LE REDOUTABLE;MICHEL HAZANAVICIUS;LES COMPAGNONS DU CINEMA;4181;2016-08-09;2016-08-10
2016-2781;Long métrage;120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;LES FILMS DE PIERRE;1754;2016-08-25;2016-08-25
2016-2804;Série TV;LE BUREAU DES LEGENDES/SAISON 2;ERIC ROCHANT;THE OLIGARCHS PRODUCTIONS;684;2016-11-28;2016-12-01
2020-39;Série TV;ASTRID ET RAPHAËLLE;FREDERIC BERTHE;JLA PRODUCTIONS;4329;2020-01-16;2020-01-16
2016-1331;Long métrage;MARVIN;ANNE FONTAINE;CINE @;4957;2016-08-26;2016-08-26
2016-1335;Long métrage;UNE SAISON EN FRANCE;MAHAMAT-SALEH HAROUN;PILI FILMS;1113;2016-11-15;2016-11-15
2016-1357;Téléfilm;LOVE LOCKS;MARTIN WOOD;LES FILMS DU MARIGOT;3953;2016-11-28;2016-11-28
2016-1362;Série TV;CHRONIQUES PARISIENNES;ZABOU BREITMAN;LES FILMS DU KIOSQUE;4370;2016-10-01;2016-10-01
2016-1365;Série TV;THE WAY;CAMILLE DELAMARRE;EMPREINTE DIGITALE;5053;2016-11-24;2016-11-24
2016-1387;Long métrage;COEXISTER;FABRICE EBOUE;EUROPA CORP;3520;2016-11-18;2016-11-18
2020-60;Long métrage;PETITE LEÇON D'AMOUR;EVE DEBOISE;BLUE MONDAY PRODUCTIONS;1751;2020-02-10;2020-02-10
2020-91;Série TV;FAMILY BUSINESS SAISON 2;IGOR GOTESMAN;LES FILMS DU KIOSQUE;2637;2020-02-10;2020-02-10
2020-92;Série TV;FAMILY BUSINESS SAISON 2;IGOR GOTESMAN;LES FILMS DU KIOSQUE;1621;2020-02-10;2020-02-10
2016-1394;Série TV;VOUS LES FEMMES;SHAUN SEVERI;CALT PRODUCTION;1786;2016-05-02;2016-05-03
2016-1414;Long métrage;VIVE LA CRISE;JEAN FRANCOIS DAVY;LES FILMS MONTAIGNE;1100;2016-05-24;2016-05-24
2016-1433;Série TV;ENGRENAGES/SAISON 6/N° 1 A 6;FREDERIC JARDIN;SON ET LUMIERE;2207;2016-05-23;2016-05-23
2016-1439;Long métrage;MON POUSSIN;FREDERIC FORESTIER;LES FILMS DU 24;540;2016-03-22;2016-03-24
2016-1441;Long métrage;FLEUVE NOIR;ERICK ZONCA;CURIOSA FILMS;3848;2016-05-03;2016-05-03
2016-1489;Long métrage;BITTER FLOWERS;OLIVIER MEYS;MILLE ET UNE FILMS;4530;2016-09-27;2016-09-27
2020-138;Série Web;PRIME LOLYWOOD - UNE NUIT INFERNALE;Matthieu MARES-SAVELLI;CAMARILLA;1020;2020-03-02;2020-03-02
2020-140;Série TV;Je Te Promets;Arnaud Selignac,;Authentic Prod;1694;2020-02-24;2020-02-24
2020-183;Série TV;Arsène Lupin;Marcella Saïd;Gaumont production télévision;3012;2020-03-10;2020-03-11
2020-192;Long métrage;Envole Moi;Christophe Barratier;Chapter 2;3923;2020-03-13;2020-03-13
2016-1501;Long métrage;LOUE MOI;VIRGINE SCSWARTZ;MY FAMILY;2052;2016-11-28;2016-12-02
2016-1550;Long métrage;120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;LES FILMS DE PIERRE;787;2016-08-18;2016-08-18
2016-1554;Long métrage;GC5;GUILLAUME CANET;LES PRODUCTIONS DU TRESOR;1122;2016-02-24;2016-02-24
2016-1569;Série TV;IN AMERICA;VINCENT PRIMAULT;MAKING PROD;3170;2016-04-07;2016-04-07
2020-230;Téléfilm;AU-DESSUS DES NUAGES;JEROME CORNUAU;EXILENE FILMS;3420;2020-06-18;2020-06-18
2020-263;Téléfilm;Coma Idyllique;Gabriel Julien Laférriere;Scarlett Production;4464;2020-06-30;2020-06-30
2020-289;Série TV;YOUR HONOR;JULIUS BERG;FEDERATION ENTERTAINMENT;3611;2020-07-21;2020-07-21
2016-26;Long métrage;THIRST STREET;NATHAN SILVER;IN VIVO FILMS;1228;2016-08-25;2016-08-25
2016-48;Long métrage;L'AMANT D'UN JOUR;PHILIPPE GARREL;SBS FILMS;3056;2016-06-27;2016-06-27
2016-51;Long métrage;L'AMANT D'UN JOUR;PHILIPPE GARREL;SBS FILMS;4641;2016-07-21;2016-07-21
