id_lieu;fk_localisation;fk_periode
2019-88;4864;3706
2019-364;3466;3912
2019-372;4036;3900
2016-528;1537;701
2016-529;4526;713
2016-558;4339;598
2016-571;4358;131
2016-573;3188;401
2016-581;4686;155
2016-2084;1547;744
2016-2097;3133;1009
2016-2108;1393;1394
2016-2126;4614;1407
2016-2139;5174;489
2016-2168;3450;393
2020-703;5354;5380
2020-739;2762;5383
2019-385;3067;3889
2019-728;3024;4182
2019-1682;3503;4815
2019-1690;3392;4869
2019-1696;654;4825
2019-1701;2966;4832
2016-613;3322;13
2016-632;933;828
2016-646;9;161
2016-662;3552;287
2016-666;2196;416
2016-670;15;891
2016-673;4150;1005
2016-2211;3008;1205
2016-2228;1069;967
2016-2236;3573;355
2016-2255;857;317
2016-2259;4353;1013
2020-767;166;5419
2020-777;1252;5408
2020-793;247;5442
2020-800;867;5445
2020-819;3474;5487
2018-1091;4443;3293
2016-728;2405;1093
2016-733;2888;15
2018-1353;2330;3476
2018-1361;4103;3478
2018-1364;4131;3497
2019-699;1670;4124
2019-1286;17;4575
2018-1383;1104;3512
2018-1397;4416;3517
2018-1504;2400;3594
2018-1509;3080;3601
2019-416;4000;3953
2019-419;3501;3959
2019-436;5386;3975
2019-441;5114;3970
2018-1431;4475;3539
2018-1439;65;3535
2018-1441;3835;3544
2019-1108;56;4477
2019-1112;3304;4458
2019-1127;2786;4517
2019-1131;1119;4500
2019-1381;4849;4623
2019-1389;2886;4631
2019-1395;913;4617
2019-1402;1241;4608
2019-1404;3467;4634
2018-753;1666;3095
2018-792;625;3079
2018-1471;3001;3584
2018-1475;568;3584
2018-1480;562;3613
2018-1573;2490;3662
2018-1575;3595;3665
